image,parent_folder_name
dataset/training/asteroid/asteroid_page_2_image_11_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_14_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_14_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_14_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_14_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_14_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_14_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_14_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_15_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_15_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_15_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_15_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_15_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_16_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_16_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_16_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_16_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_6_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_6_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_6_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_6_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_6_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_6_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_8_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_8_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_8_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_8_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_8_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_8_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_2_image_8_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_11_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_11_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_11_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_11_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_11_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_14_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_14_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_14_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_14_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_16_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_16_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_16_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_16_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_16_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_17_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_17_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_17_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_17_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_17_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_17_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_18_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_18_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_18_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_18_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_18_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_18_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_18_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_1_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_1_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_1_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_1_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_1_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_1_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_20_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_20_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_20_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_20_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_20_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_20_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_20_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_2_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_2_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_2_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_2_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_7_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_7_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_7_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_7_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_7_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_7_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_7_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_8_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_8_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_8_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_8_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_8_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_8_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_8_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_8_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_9_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_9_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_9_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_9_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_9_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_9_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_3_image_9_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_10_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_10_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_10_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_10_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_18_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_18_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_18_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_18_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_18_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_18_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_18_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_20_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_20_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_20_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_20_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_20_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_20_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_20_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_2_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_2_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_2_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_2_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_2_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_3_0_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_3_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_3_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_3_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_9_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_4_image_9_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_10_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_10_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_10_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_12_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_1_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_1_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_3_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_7_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_5_image_7_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_6_image_10_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_6_image_10_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_6_image_2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_6_image_2_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_6_image_7_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_6_image_7_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/asteroid_page_6_image_7_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_1_image_14_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_1_image_14_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_1_image_5_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_1_image_5_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_1_image_5_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_2_image_16_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_2_image_16_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_2_image_16_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_3_image_13_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_3_image_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_3_image_4_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_3_image_4_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_3_image_9_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_3_image_9_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_4_image_4_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_4_image_4_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_4_image_4_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_4_image_9_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_4_image_9_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_4_image_9_aug3_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_5_image_7_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_5_image_7_aug2_SwinIR_large.jpg,asteroid
dataset/training/asteroid/comet_page_5_image_7_aug3_SwinIR_large.jpg,asteroid
dataset/training/black_hole/hole_002.jpg,black_hole
dataset/training/black_hole/hole_003.jpg,black_hole
dataset/training/black_hole/hole_004.jpg,black_hole
dataset/training/black_hole/hole_005.jpg,black_hole
dataset/training/black_hole/hole_006.jpg,black_hole
dataset/training/black_hole/hole_007.jpg,black_hole
dataset/training/black_hole/hole_008.jpg,black_hole
dataset/training/black_hole/hole_010.jpg,black_hole
dataset/training/black_hole/hole_011.jpg,black_hole
dataset/training/black_hole/hole_013.jpg,black_hole
dataset/training/black_hole/hole_014.jpg,black_hole
dataset/training/black_hole/hole_015.jpg,black_hole
dataset/training/black_hole/hole_016.jpg,black_hole
dataset/training/black_hole/hole_017.jpg,black_hole
dataset/training/black_hole/hole_018.jpg,black_hole
dataset/training/black_hole/hole_020.jpg,black_hole
dataset/training/black_hole/hole_022.jpg,black_hole
dataset/training/black_hole/hole_023.jpg,black_hole
dataset/training/black_hole/hole_024.jpg,black_hole
dataset/training/black_hole/hole_025.jpg,black_hole
dataset/training/black_hole/hole_027.jpg,black_hole
dataset/training/black_hole/hole_029.jpg,black_hole
dataset/training/black_hole/hole_030.jpg,black_hole
dataset/training/black_hole/hole_031.jpg,black_hole
dataset/training/black_hole/hole_032.jpg,black_hole
dataset/training/black_hole/hole_034.jpg,black_hole
dataset/training/black_hole/hole_035.jpg,black_hole
dataset/training/black_hole/hole_036.jpg,black_hole
dataset/training/black_hole/hole_037.jpg,black_hole
dataset/training/black_hole/hole_039.jpg,black_hole
dataset/training/black_hole/hole_040.jpg,black_hole
dataset/training/black_hole/hole_041.jpg,black_hole
dataset/training/black_hole/hole_043.jpg,black_hole
dataset/training/black_hole/hole_044.jpg,black_hole
dataset/training/black_hole/hole_045.jpg,black_hole
dataset/training/black_hole/hole_046.jpg,black_hole
dataset/training/black_hole/hole_047.jpg,black_hole
dataset/training/black_hole/hole_048.jpg,black_hole
dataset/training/black_hole/hole_049.jpg,black_hole
dataset/training/black_hole/hole_051.jpg,black_hole
dataset/training/black_hole/hole_053.jpg,black_hole
dataset/training/black_hole/hole_055.jpg,black_hole
dataset/training/black_hole/hole_056.jpg,black_hole
dataset/training/black_hole/hole_057.jpg,black_hole
dataset/training/black_hole/hole_058.jpg,black_hole
dataset/training/black_hole/hole_059.jpg,black_hole
dataset/training/black_hole/hole_060.jpg,black_hole
dataset/training/black_hole/hole_061.jpg,black_hole
dataset/training/black_hole/hole_063.jpg,black_hole
dataset/training/black_hole/hole_067.jpg,black_hole
dataset/training/black_hole/hole_068.jpg,black_hole
dataset/training/black_hole/hole_071.jpg,black_hole
dataset/training/black_hole/hole_073.jpg,black_hole
dataset/training/black_hole/hole_074.jpg,black_hole
dataset/training/black_hole/hole_075.jpg,black_hole
dataset/training/black_hole/hole_076.jpg,black_hole
dataset/training/black_hole/hole_077.jpg,black_hole
dataset/training/black_hole/hole_078.jpg,black_hole
dataset/training/black_hole/hole_080.jpg,black_hole
dataset/training/black_hole/hole_082.jpg,black_hole
dataset/training/black_hole/hole_083.jpg,black_hole
dataset/training/black_hole/hole_084.jpg,black_hole
dataset/training/black_hole/hole_085.jpg,black_hole
dataset/training/black_hole/hole_086.jpg,black_hole
dataset/training/black_hole/hole_087.jpg,black_hole
dataset/training/black_hole/hole_088.jpg,black_hole
dataset/training/black_hole/hole_089.jpg,black_hole
dataset/training/black_hole/hole_090.jpg,black_hole
dataset/training/black_hole/hole_091.jpg,black_hole
dataset/training/black_hole/hole_093.jpg,black_hole
dataset/training/black_hole/hole_094.jpg,black_hole
dataset/training/black_hole/hole_095.jpg,black_hole
dataset/training/black_hole/hole_097.jpg,black_hole
dataset/training/black_hole/hole_098.jpg,black_hole
dataset/training/black_hole/hole_099.jpg,black_hole
dataset/training/black_hole/hole_100.jpg,black_hole
dataset/training/black_hole/hole_101.jpg,black_hole
dataset/training/black_hole/hole_102.jpg,black_hole
dataset/training/black_hole/hole_103.jpg,black_hole
dataset/training/black_hole/hole_104.jpg,black_hole
dataset/training/black_hole/hole_105.jpg,black_hole
dataset/training/black_hole/hole_106.jpg,black_hole
dataset/training/black_hole/hole_107.jpg,black_hole
dataset/training/black_hole/hole_108.jpg,black_hole
dataset/training/black_hole/hole_109.jpg,black_hole
dataset/training/black_hole/hole_110.jpg,black_hole
dataset/training/black_hole/hole_111.jpg,black_hole
dataset/training/black_hole/hole_112.jpg,black_hole
dataset/training/black_hole/hole_113.jpg,black_hole
dataset/training/black_hole/hole_115.jpg,black_hole
dataset/training/black_hole/hole_116.jpg,black_hole
dataset/training/black_hole/hole_117.jpg,black_hole
dataset/training/black_hole/hole_119.jpg,black_hole
dataset/training/black_hole/hole_120.jpg,black_hole
dataset/training/black_hole/hole_121.jpg,black_hole
dataset/training/black_hole/hole_122.jpg,black_hole
dataset/training/black_hole/hole_124.jpg,black_hole
dataset/training/black_hole/hole_125.jpg,black_hole
dataset/training/black_hole/hole_126.jpg,black_hole
dataset/training/black_hole/hole_127.jpg,black_hole
dataset/training/black_hole/hole_129.jpg,black_hole
dataset/training/black_hole/hole_130.jpg,black_hole
dataset/training/black_hole/hole_131.jpg,black_hole
dataset/training/black_hole/hole_132.jpg,black_hole
dataset/training/black_hole/hole_133.jpg,black_hole
dataset/training/black_hole/hole_134.jpg,black_hole
dataset/training/black_hole/hole_135.jpg,black_hole
dataset/training/black_hole/hole_136.jpg,black_hole
dataset/training/black_hole/hole_137.jpg,black_hole
dataset/training/black_hole/hole_138.jpg,black_hole
dataset/training/black_hole/hole_139.jpg,black_hole
dataset/training/black_hole/hole_140.jpg,black_hole
dataset/training/black_hole/hole_141.jpg,black_hole
dataset/training/black_hole/hole_142.jpg,black_hole
dataset/training/black_hole/hole_143.jpg,black_hole
dataset/training/black_hole/hole_144.jpg,black_hole
dataset/training/black_hole/hole_145.jpg,black_hole
dataset/training/black_hole/hole_146.jpg,black_hole
dataset/training/black_hole/hole_147.jpg,black_hole
dataset/training/black_hole/hole_148.jpg,black_hole
dataset/training/black_hole/hole_149.jpg,black_hole
dataset/training/black_hole/hole_150.jpg,black_hole
dataset/training/black_hole/hole_151.jpg,black_hole
dataset/training/black_hole/hole_152.jpg,black_hole
dataset/training/black_hole/hole_153.jpg,black_hole
dataset/training/black_hole/hole_154.jpg,black_hole
dataset/training/black_hole/hole_155.jpg,black_hole
dataset/training/black_hole/hole_156.jpg,black_hole
dataset/training/black_hole/hole_157.jpg,black_hole
dataset/training/black_hole/hole_159.jpg,black_hole
dataset/training/black_hole/hole_160.jpg,black_hole
dataset/training/black_hole/hole_161.jpg,black_hole
dataset/training/black_hole/hole_162.jpg,black_hole
dataset/training/black_hole/hole_163.jpg,black_hole
dataset/training/black_hole/hole_164.jpg,black_hole
dataset/training/black_hole/hole_165.jpg,black_hole
dataset/training/black_hole/hole_166.jpg,black_hole
dataset/training/black_hole/hole_168.jpg,black_hole
dataset/training/black_hole/hole_169.jpg,black_hole
dataset/training/black_hole/hole_170.jpg,black_hole
dataset/training/black_hole/hole_171.jpg,black_hole
dataset/training/black_hole/hole_174.jpg,black_hole
dataset/training/black_hole/hole_175.jpg,black_hole
dataset/training/black_hole/hole_176.jpg,black_hole
dataset/training/black_hole/hole_178.jpg,black_hole
dataset/training/black_hole/hole_179.jpg,black_hole
dataset/training/black_hole/hole_180.jpg,black_hole
dataset/training/black_hole/hole_181.jpg,black_hole
dataset/training/black_hole/hole_182.jpg,black_hole
dataset/training/black_hole/hole_183.jpg,black_hole
dataset/training/black_hole/hole_184.jpg,black_hole
dataset/training/black_hole/hole_185.jpg,black_hole
dataset/training/black_hole/hole_187.jpg,black_hole
dataset/training/black_hole/hole_188.jpg,black_hole
dataset/training/black_hole/hole_189.jpg,black_hole
dataset/training/black_hole/hole_191.jpg,black_hole
dataset/training/black_hole/hole_192.jpg,black_hole
dataset/training/black_hole/hole_193.jpg,black_hole
dataset/training/black_hole/hole_194.jpg,black_hole
dataset/training/black_hole/hole_195.jpg,black_hole
dataset/training/black_hole/hole_196.jpg,black_hole
dataset/training/black_hole/hole_197.jpg,black_hole
dataset/training/black_hole/hole_198.jpg,black_hole
dataset/training/black_hole/hole_199.jpg,black_hole
dataset/training/black_hole/hole_200.jpg,black_hole
dataset/training/black_hole/hole_201.jpg,black_hole
dataset/training/black_hole/hole_202.jpg,black_hole
dataset/training/black_hole/hole_203.jpg,black_hole
dataset/training/black_hole/hole_204.jpg,black_hole
dataset/training/black_hole/hole_205.jpg,black_hole
dataset/training/black_hole/hole_206.jpg,black_hole
dataset/training/black_hole/hole_207.jpg,black_hole
dataset/training/black_hole/hole_208.jpg,black_hole
dataset/training/black_hole/hole_209.jpg,black_hole
dataset/training/black_hole/hole_210.jpg,black_hole
dataset/training/black_hole/hole_211.jpg,black_hole
dataset/training/black_hole/hole_212.jpg,black_hole
dataset/training/black_hole/hole_213.jpg,black_hole
dataset/training/black_hole/hole_214.jpg,black_hole
dataset/training/black_hole/hole_215.jpg,black_hole
dataset/training/black_hole/hole_216.jpg,black_hole
dataset/training/black_hole/hole_217.jpg,black_hole
dataset/training/black_hole/hole_219.jpg,black_hole
dataset/training/black_hole/hole_220.jpg,black_hole
dataset/training/black_hole/hole_222.jpg,black_hole
dataset/training/earth/earth (1).jpg,earth
dataset/training/earth/earth (100).jpg,earth
dataset/training/earth/earth (101).jpg,earth
dataset/training/earth/earth (102).jpg,earth
dataset/training/earth/earth (103).jpg,earth
dataset/training/earth/earth (104).jpg,earth
dataset/training/earth/earth (105).jpg,earth
dataset/training/earth/earth (107).jpg,earth
dataset/training/earth/earth (108).jpg,earth
dataset/training/earth/earth (109).jpg,earth
dataset/training/earth/earth (11).jpg,earth
